process,software,data item,data model,data format specification
processing,,,,csv
processing,,,,dwg
processing,,,,gif
processing,,,,vrml
processing,,,,rdf
processing,,,,mpeg
processing,,,,wmv
processing,,,,ms excel
processing,,,,xml
processing,,,,ad_prt
processing,,,,iges
processing,,,,database
processing,,,,cpacs
processing,,,,html
processing,,,,owl
processing,,,,postscript
processing,,,,jpgs
processing,,,,txt
processing,,,,ms word
processing,,,,parasolid
processing,,,,wrp
processing,,,,dxf
processing,,,,direct api
processing,,,,pdf
processing,,,,flat file
processing,,,,tiff
processing,,,,dwf
processing,,,,jpg
processing,,,,stl
processing,,,,step
processing,,,,json
processing,,,,png
processing,,,,igs
processing,,,,add
knowledge discovery,pest,,,
knowledge discovery,cfview,,,
knowledge discovery,jade,,,
knowledge discovery,visualization package,,,
knowledge discovery,git,,,
knowledge discovery,multi-agent collaborative system,,,
knowledge discovery,qfview web interface,,,
knowledge discovery,optimus workflow management tool,,,
knowledge discovery,eclipse,,,
knowledge discovery,data mining,,,
knowledge discovery,ceasiom,,,
knowledge discovery,hyper-pareto frontier visualization,,,
knowledge discovery,api,,,
knowledge discovery,excel,,,
knowledge discovery,express application,,,
knowledge discovery,spss,,,
knowledge discovery,reasoner,,,
knowledge discovery,python application,,,
knowledge discovery,tr,,,
knowledge discovery,vivisimo,,,
knowledge discovery,ke-chain,,,
knowledge discovery,web-based decision tool,,,
knowledge discovery,catia,,,
knowledge discovery,imagenet,,,
knowledge discovery,brics technology,,,
knowledge discovery,product data management system,,,
knowledge discovery,syndeia,,,
knowledge discovery,sas,,,
knowledge discovery,prado,,,
knowledge discovery,aaa,,,
knowledge discovery, engineering java programming,,,
knowledge discovery,word,,,
knowledge discovery,expert systems,,,
knowledge discovery,daedalus,,,
knowledge discovery,google,,,
knowledge discovery,semsearch,,,
knowledge discovery,brics,,,
knowledge discovery,modelcenter,,,
knowledge discovery,oracle,,,
knowledge discovery,openmdao,,,
knowledge discovery,optimus,,,
knowledge discovery,solidworks,,,
knowledge discovery,access,,,
knowledge discovery,saxon,,,
knowledge discovery,file server,,,
knowledge discovery,cad programming interface,,,
knowledge discovery,outlook,,,
knowledge discovery,flops,,,
knowledge discovery,triple store,,,
knowledge discovery,web server,,,
knowledge discovery,ug,,,
knowledge discovery,ideas,,,
knowledge discovery,learning tools,,,
knowledge discovery,matlab,,,
knowledge discovery,tornado,,,
knowledge discovery,fortran application,,,
knowledge discovery,wikipedia,,,
knowledge discovery,protégé,,,
knowledge discovery,rce,,,
knowledge discovery,oracle server,,,
knowledge discovery,workflow systems,,,
knowledge discovery,sumo,,,
knowledge discovery,inverted index,,,
knowledge discovery,share point,,,
knowledge discovery,surrogate model repository,,,
knowledge discovery,cloud visualization,,,
knowledge discovery,java application,,,
knowledge discovery,,word doc,,
knowledge discovery,,animation,,
knowledge discovery,,external web page,,
knowledge discovery,,explicit geometry,,
knowledge discovery,,freebase,,
knowledge discovery,,animations,,
knowledge discovery,,system definition,,
knowledge discovery,,design parts,,
knowledge discovery,,implicit geometry,,
knowledge discovery,,knowledge graph,,
knowledge discovery,,documents,,
knowledge discovery,,measurement data,,
knowledge discovery,,assemblies,,
knowledge discovery,,taxonomy,,
knowledge discovery,,business logic,,
knowledge discovery,,bom,,
knowledge discovery,,image,,
knowledge discovery,,quantity,,
knowledge discovery,,cad representation,,
knowledge discovery,,forms,,
knowledge discovery,,sysml model,,
knowledge discovery,,object definitions,,
knowledge discovery,,metadata,,
knowledge discovery,,ikewiki,,
knowledge discovery,,knowledge base,,
knowledge discovery,,tools needed,,
knowledge discovery,,word processor documents,,
knowledge discovery,,cfd simulation data,,
knowledge discovery,,audio,,
knowledge discovery,,difficulty,,
knowledge discovery,,description,,
knowledge discovery,,sweetwiki,,
knowledge discovery,,mind map,,
knowledge discovery,,babelnet,,
knowledge discovery,,live video,,
knowledge discovery,,capp,,
knowledge discovery,,ontology,,
knowledge discovery,,cad,,
knowledge discovery,,tooling parts,,
knowledge discovery,,cfd code,,
knowledge discovery,,material,,
knowledge discovery,,video,,
knowledge discovery,,section description,,
knowledge discovery,,point clouds,,
knowledge discovery,,pdf files,,
knowledge discovery,,manufacturing method,,
knowledge discovery,,lexical data,,
knowledge discovery,,process definitions,,
knowledge discovery,,images,,
knowledge discovery,,,rds,
knowledge discovery,,,codex,
knowledge discovery,,,nosql,
knowledge discovery,,,orbital space environment domain ontology,
knowledge discovery,,,owl-ql,
knowledge discovery,,,uml,
knowledge discovery,,,python,
knowledge discovery,,,cypher,
knowledge discovery,,,dtad,
knowledge discovery,,,sysml,
knowledge discovery,,,topic maps,
knowledge discovery,,,bond graphs,
knowledge discovery,,,aerospace ontology,
knowledge discovery,,,vba,
knowledge discovery,,,sql,
knowledge discovery,,,xml-schema-definition,
knowledge discovery,,,postgresql,
knowledge discovery,,,airspace system ontology,
knowledge discovery,,,owl dl,
knowledge discovery,,,cco,
knowledge discovery,,,wordnet,
knowledge discovery,,,sysml ,
knowledge discovery,,,serql,
knowledge discovery,,,nasa taxonomy,
knowledge discovery,,,sparql,
knowledge discovery,,,xquery,
knowledge discovery,,,express,
knowledge discovery,,,bfo,
knowledge discovery,,,addam,
knowledge discovery,,,,soap
knowledge discovery,,,,acis
knowledge discovery,,,,wav
knowledge discovery,,,,ad_asm
knowledge discovery,,,,jpeg
knowledge discovery,,,,flash
knowledge discovery,,,,mov
knowledge discovery,,,,csv
knowledge discovery,,,,dwg
knowledge discovery,,,,gif
knowledge discovery,,,,vrml
knowledge discovery,,,,rdf
knowledge discovery,,,,mpeg
knowledge discovery,,,,ms excel
knowledge discovery,,,,xml
knowledge discovery,,,,ad_prt
knowledge discovery,,,,iges
knowledge discovery,,,,database
knowledge discovery,,,,cpacs
knowledge discovery,,,,html
knowledge discovery,,,,owl
knowledge discovery,,,,txt
knowledge discovery,,,,ms word
knowledge discovery,,,,wrp
knowledge discovery,,,,direct api
knowledge discovery,,,,pdf
knowledge discovery,,,,flat file
knowledge discovery,,,,tiff
knowledge discovery,,,,dwf
knowledge discovery,,,,jpg
knowledge discovery,,,,stl
knowledge discovery,,,,step
knowledge discovery,,,,json
knowledge discovery,,,,png
knowledge discovery,,,,igs
knowledge discovery,,,,add
structural solver,pest,,,
structural solver,multilinq,,,
structural solver,visualization package,,,
structural solver,git,,,
structural solver,multi-agent collaborative system,,,
structural solver,optimus workflow management tool,,,
structural solver,tigl,,,
structural solver,eclipse,,,
structural solver,data mining,,,
structural solver,ceasiom,,,
structural solver,api,,,
structural solver,excel,,,
structural solver,express application,,,
structural solver,pykechain,,,
structural solver,reasoner,,,
structural solver,python application,,,
structural solver,tr,,,
structural solver,ke-chain,,,
structural solver,web-based decision tool,,,
structural solver,catia,,,
structural solver,brics technology,,,
structural solver,product data management system,,,
structural solver,syndeia,,,
structural solver,proteus,,,
structural solver,sas,,,
structural solver,prado,,,
structural solver,aaa,,,
structural solver, engineering java programming,,,
structural solver,word,,,
structural solver,expert systems,,,
structural solver,google,,,
structural solver,brics,,,
structural solver,modelcenter,,,
structural solver,oracle,,,
structural solver,openmdao,,,
structural solver,optimus,,,
structural solver,solidworks,,,
structural solver,whatsopt,,,
structural solver,access,,,
structural solver,tixi,,,
structural solver,file server,,,
structural solver,cad programming interface,,,
structural solver,outlook,,,
structural solver,flops,,,
structural solver,gkn fokker,,,
structural solver,isight,,,
structural solver,triple store,,,
structural solver,web server,,,
structural solver,ug,,,
structural solver,networkx,,,
structural solver,ideas,,,
structural solver,cpacspy library,,,
structural solver,learning tools,,,
structural solver,matlab,,,
structural solver,tornado,,,
structural solver,fortran application,,,
structural solver,wikipedia,,,
structural solver,protégé,,,
structural solver,rce,,,
structural solver,oracle server,,,
structural solver,workflow systems,,,
structural solver,sumo,,,
structural solver,share point,,,
structural solver,surrogate model repository,,,
structural solver,cloud visualization,,,
structural solver,java application,,,
structural solver,,word doc,,
structural solver,,animation,,
structural solver,,external web page,,
structural solver,,explicit geometry,,
structural solver,,system definition,,
structural solver,,design parts,,
structural solver,,implicit geometry,,
structural solver,,knowledge graph,,
structural solver,,documents,,
structural solver,,measurement data,,
structural solver,,assemblies,,
structural solver,,taxonomy,,
structural solver,,business logic,,
structural solver,,bom,,
structural solver,,image,,
structural solver,,quantity,,
structural solver,,cad representation,,
structural solver,,forms,,
structural solver,,sysml model,,
structural solver,,object definitions,,
structural solver,,metadata,,
structural solver,,knowledge base,,
structural solver,,tools needed,,
structural solver,,word processor documents,,
structural solver,,cfd simulation data,,
structural solver,,audio,,
structural solver,,difficulty,,
structural solver,,description,,
structural solver,,mind map,,
structural solver,,live video,,
structural solver,,capp,,
structural solver,,ontology,,
structural solver,,cad,,
structural solver,,tooling parts,,
structural solver,,cfd code,,
structural solver,,material,,
structural solver,,video,,
structural solver,,section description,,
structural solver,,point clouds,,
structural solver,,pdf files,,
structural solver,,manufacturing method,,
structural solver,,process definitions,,
structural solver,,images,,
structural solver,,,rds,
structural solver,,,kadmos,
structural solver,,,mdax,
structural solver,,,nosql,
structural solver,,,cmdows,
structural solver,,,vampzero,
structural solver,,,owl-ql,
structural solver,,,uml,
structural solver,,,python,
structural solver,,,sysml,
structural solver,,,topic maps,
structural solver,,,openvsp,
structural solver,,,bond graphs,
structural solver,,,aerospace ontology,
structural solver,,,vba,
structural solver,,,sql,
structural solver,,,xml-schema-definition,
structural solver,,,rvf,
structural solver,,,postgresql,
structural solver,,,owl dl,
structural solver,,,cco,
structural solver,,,sysml ,
structural solver,,,nasa taxonomy,
structural solver,,,sparql,
structural solver,,,express,
structural solver,,,bfo,
structural solver,,,,soap
structural solver,,,,wav
structural solver,,,,ad_asm
structural solver,,,,flash
structural solver,,,,mov
structural solver,,,,csv
structural solver,,,,rdf
structural solver,,,,ms excel
structural solver,,,,xml
structural solver,,,,iges
structural solver,,,,database
structural solver,,,,cpacs
structural solver,,,,html
structural solver,,,,owl
structural solver,,,,txt
structural solver,,,,ms word
structural solver,,,,direct api
structural solver,,,,pdf
structural solver,,,,flat file
structural solver,,,,tiff
structural solver,,,,dwf
structural solver,,,,stl
structural solver,,,,step
structural solver,,,,json
structural solver,,,,igs
structural solver,,,,add
knowledge engineering,pest,,,
knowledge engineering,multilinq,,,
knowledge engineering,cfview,,,
knowledge engineering,jade,,,
knowledge engineering,visualization package,,,
knowledge engineering,git,,,
knowledge engineering,multi-agent collaborative system,,,
knowledge engineering,qfview web interface,,,
knowledge engineering,optimus workflow management tool,,,
knowledge engineering,tigl,,,
knowledge engineering,eclipse,,,
knowledge engineering,data mining,,,
knowledge engineering,ceasiom,,,
knowledge engineering,hyper-pareto frontier visualization,,,
knowledge engineering,api,,,
knowledge engineering,excel,,,
knowledge engineering,express application,,,
knowledge engineering,spss,,,
knowledge engineering,pykechain,,,
knowledge engineering,reasoner,,,
knowledge engineering,python application,,,
knowledge engineering,tr,,,
knowledge engineering,vivisimo,,,
knowledge engineering,ke-chain,,,
knowledge engineering,web-based decision tool,,,
knowledge engineering,catia,,,
knowledge engineering,imagenet,,,
knowledge engineering,brics technology,,,
knowledge engineering,product data management system,,,
knowledge engineering,jupyter notebook,,,
knowledge engineering,janus,,,
knowledge engineering,syndeia,,,
knowledge engineering,proteus,,,
knowledge engineering,sas,,,
knowledge engineering,prado,,,
knowledge engineering,aaa,,,
knowledge engineering, engineering java programming,,,
knowledge engineering,word,,,
knowledge engineering,expert systems,,,
knowledge engineering,daedalus,,,
knowledge engineering,google,,,
knowledge engineering,semsearch,,,
knowledge engineering,brics,,,
knowledge engineering,modelcenter,,,
knowledge engineering,oracle,,,
knowledge engineering,openmdao,,,
knowledge engineering,optimus,,,
knowledge engineering,solidworks,,,
knowledge engineering,whatsopt,,,
